item_id,rater_a,score_a,rater_b,score_b,item_quality_hat
item_0417,2,5.747227399813599,6,5.657137309723512,5.702182354768559
item_0418,2,5.747227399813599,7,4.927272727272733,5.337250063543167
item_0419,2,5.747227399813599,8,6.53636363636364,6.141795518088621
item_0420,2,6.747227399813599,9,5.809090909090912,6.278159154452256
item_0421,2,4.747227399813599,10,6.427272727272732,5.587250063543171
item_0422,3,6.53101118359739,4,5.81929947188568,6.175155327741534
item_0423,3,4.53101118359739,5,4.603083255669462,4.567047219633423
item_0424,3,7.53101118359739,6,5.657137309723512,6.59407424666045
item_0425,3,5.53101118359739,7,6.927272727272733,6.229141955435056
item_0426,3,5.53101118359739,8,5.53636363636364,5.533687409980512
item_0427,3,3.53101118359739,9,3.809090909090912,3.670051046344147
item_0428,3,4.53101118359739,10,5.427272727272732,4.979141955435059
item_0429,4,5.81929947188568,5,5.603083255669462,5.711191363777566
item_0430,4,4.81929947188568,6,5.657137309723512,5.23821839080459
item_0431,4,4.81929947188568,7,5.927272727272733,5.373286099579199
item_0432,4,5.81929947188568,8,6.53636363636364,6.177831554124651
item_0433,4,6.81929947188568,9,6.809090909090912,6.814195190488292
item_0434,4,3.81929947188568,10,5.427272727272732,4.623286099579202
item_0435,5,5.603083255669462,6,5.657137309723512,5.630110282696482
item_0436,5,6.603083255669462,7,6.927272727272733,6.765177991471092
item_0437,5,5.603083255669462,8,6.53636363636364,6.0697234460165435
item_0438,5,5.603083255669462,9,6.809090909090912,6.20608708238018
item_0439,5,7.603083255669462,10,7.427272727272732,7.515177991471093
item_0440,6,4.657137309723512,7,4.927272727272733,4.792205018498114
item_0441,6,6.657137309723512,8,6.53636363636364,6.596750473043568
item_0442,6,5.657137309723512,9,4.809090909090912,5.233114109407204
item_0443,6,4.657137309723512,10,4.427272727272732,4.542205018498116
item_0444,7,6.927272727272733,8,7.53636363636364,7.231818181818176
item_0445,7,6.927272727272733,9,5.809090909090912,6.368181818181808
item_0446,7,6.927272727272733,10,7.427272727272732,7.177272727272726
item_0447,8,5.53636363636364,9,5.809090909090912,5.672727272727271
item_0448,8,4.53636363636364,10,5.427272727272732,4.981818181818182
item_0449,9,5.809090909090912,10,5.427272727272732,5.618181818181817
item_0450,1,4.9422413793103335,2,4.747227399813599,4.844734389561978
item_0451,1,4.9422413793103335,3,4.53101118359739,4.736626281453866
item_0452,1,5.9422413793103335,4,5.81929947188568,5.880770425598004
item_0453,1,5.9422413793103335,5,5.603083255669462,5.772662317489906
item_0454,1,6.9422413793103335,6,7.657137309723512,7.299689344516926
item_0455,1,5.9422413793103335,7,5.927272727272733,5.934757053291535
item_0456,1,5.9422413793103335,8,5.53636363636364,5.7393025078369835
item_0457,1,4.9422413793103335,9,3.809090909090912,4.375666144200623
item_0458,1,5.9422413793103335,10,5.427272727272732,5.684757053291535
item_0459,2,5.747227399813599,3,5.53101118359739,5.639119291705499
item_0460,2,5.747227399813599,4,5.81929947188568,5.783263435849638
item_0461,2,6.747227399813599,5,7.603083255669462,7.1751553277415345
item_0462,2,5.747227399813599,6,5.657137309723512,5.702182354768558
item_0463,2,5.747227399813599,7,5.927272727272733,5.837250063543166
item_0464,2,4.747227399813599,8,4.53636363636364,4.641795518088621
item_0465,2,6.747227399813599,9,5.809090909090912,6.278159154452256
item_0466,2,5.747227399813599,10,5.427272727272732,5.587250063543169
item_0467,3,6.53101118359739,4,5.81929947188568,6.1751553277415345
item_0468,3,6.53101118359739,5,6.603083255669462,6.567047219633423
item_0469,3,5.53101118359739,6,5.657137309723512,5.594074246660446
item_0470,3,6.53101118359739,7,5.927272727272733,6.229141955435053
item_0471,3,4.53101118359739,8,5.53636363636364,5.0336874099805105
item_0472,3,7.53101118359739,9,6.809090909090912,7.170051046344145
item_0473,3,6.53101118359739,10,6.427272727272732,6.4791419554350576
item_0474,4,5.81929947188568,5,6.603083255669462,6.211191363777566
item_0475,4,3.81929947188568,6,3.6571373097235123,3.738218390804593
item_0476,4,5.81929947188568,7,5.927272727272733,5.8732860995792
item_0477,4,5.81929947188568,8,8.536363636363639,7.177831554124654
item_0478,4,6.81929947188568,9,6.809090909090912,6.8141951904882925
item_0479,4,6.81929947188568,10,6.427272727272732,6.623286099579203
item_0480,5,5.603083255669462,6,6.657137309723512,6.130110282696483
item_0481,5,6.603083255669462,7,5.927272727272733,6.2651779914710914
item_0482,5,4.603083255669462,8,4.53636363636364,4.569723446016545
item_0483,5,4.603083255669462,9,4.809090909090912,4.706087082380178
item_0484,5,6.603083255669462,10,6.427272727272732,6.515177991471092
item_0485,6,7.657137309723512,7,7.927272727272733,7.7922050184981115
item_0486,6,6.657137309723512,8,4.53636363636364,5.596750473043568
item_0487,6,6.657137309723512,9,5.809090909090912,6.233114109407207
item_0488,6,6.657137309723512,10,6.427272727272732,6.542205018498116
item_0489,7,5.927272727272733,8,4.53636363636364,5.231818181818174
item_0490,7,5.927272727272733,9,4.809090909090912,5.368181818181812
item_0491,7,3.927272727272733,10,3.427272727272732,3.6772727272727255
item_0492,8,7.53636363636364,9,6.809090909090912,7.172727272727266
item_0493,8,5.53636363636364,10,6.427272727272732,5.981818181818182
item_0494,9,6.809090909090912,10,6.427272727272732,6.618181818181816
item_0495,1,5.9422413793103335,2,4.747227399813599,5.344734389561974
item_0496,1,4.9422413793103335,3,5.53101118359739,5.236626281453863
item_0497,1,4.9422413793103335,4,6.81929947188568,5.880770425598003
item_0498,1,6.9422413793103335,5,5.603083255669462,6.272662317489901
item_0499,1,6.9422413793103335,6,7.657137309723512,7.299689344516924
