item_id,model,prompt_version,clarity,neutrality,verifiability,coverage,structure,readability,informativeness,overall,rationale,ok,repaired,timestamp
item_0421,gpt-5.2,v2,7.0,8.0,5.0,6.0,7.0,7.0,6.0,6.0,"Solid, neutral summary-style prose with minor awkwardness and a lack of attributed support or specific examples that would strengthen encyclopedic quality.",1,0,2026-07-09T16:28:37
item_0423,gpt-5.2,v2,5.0,4.0,4.0,2.0,4.0,6.0,3.0,4.0,"Readable as a quotation but weak as encyclopedic writing due to missing context, low neutrality in effect, and limited verifiable, substantive content.",1,0,2026-07-09T16:28:38
item_0420,gpt-5.2,v2,7.0,7.0,4.0,6.0,7.0,8.0,8.0,7.0,"Strong, readable summary with clear chronological framing and substantial detail, but weakened by lack of explicit sourcing/attribution for several notable claims and slightly compressed presentation.",1,0,2026-07-09T16:28:38
item_0427,gpt-5.2,v2,3.0,8.0,3.0,3.0,4.0,4.0,5.0,4.0,"Neutral but poorly supported and hard to understand due to missing phonetic symbols, minor grammatical errors, and insufficient context for a general encyclopedic reader.",1,0,2026-07-09T16:28:41
item_0424,gpt-5.2,v2,6.0,8.0,5.0,6.0,5.0,4.0,7.0,5.0,"Informative and mostly neutral, but undermined by noticeable grammar problems, clunky sentence construction, and lack of explicit sourcing cues typical of strong encyclopedic prose.",1,0,2026-07-09T16:28:41
item_0428,gpt-5.2,v2,6.0,9.0,4.0,4.0,6.0,7.0,4.0,5.0,Readable and neutral but too context-dependent and unspecific to be strong encyclopedic writing; lacks attribution and substantive detail.,1,0,2026-07-09T16:28:42
item_0425,gpt-5.2,v2,6.0,8.0,4.0,5.0,6.0,6.0,7.0,6.0,"Competent, informative encyclopedic prose with solid neutrality, but dragged down by weak verifiability, limited context, and a noticeable typo/awkwardness.",1,0,2026-07-09T16:28:42
item_0426,gpt-5.2,v2,6.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,"A reasonably informative draft with a clear intent, but undermined by weak sourcing signals, mildly promotional phrasing, and significant prose/grammar problems near the end.",1,0,2026-07-09T16:28:42
item_0429,gpt-5.2,v2,6.0,7.0,3.0,4.0,6.0,7.0,6.0,5.0,"Readable and mostly neutral, but weakened by lack of context and especially by low apparent verifiability for sensitive biographical claims.",1,0,2026-07-09T16:28:43
item_0433,gpt-5.2,v2,7.0,7.0,4.0,5.0,6.0,7.0,6.0,6.0,"A solid, readable overview with reasonable organization, but held back by lack of sourcing cues, generalizations, and an oversimplified conflation of breeding with genetic modification.",1,0,2026-07-09T16:28:44
item_0431,gpt-5.2,v2,6.0,7.0,3.0,5.0,6.0,6.0,7.0,6.0,"Solid, information-rich encyclopedic prose, but undermined by lack of sourcing cues and by speculative, large-scale conclusions stated too compactly and with insufficient qualification.",1,0,2026-07-09T16:28:44
item_0432,gpt-5.2,v2,6.0,6.0,4.0,6.0,6.0,6.0,7.0,6.0,"Solid encyclopedic content with useful specifics, but undermined by weak verifiability, a few awkward phrasings, and a questionable uncontextualized superlative claim.",1,0,2026-07-09T16:28:45
item_0430,gpt-5.2,v2,7.0,5.0,7.0,6.0,6.0,7.0,7.0,6.0,"A readable and informative snippet with clear attributions, but weakened by uneven structure and a less-than-neutral feel due to prominently featured inflammatory critique.",1,0,2026-07-09T16:28:45
item_0434,gpt-5.2,v2,4.0,6.0,3.0,4.0,5.0,3.0,5.0,4.0,"A basic, partially informative summary undermined by awkward English, vague wording, and largely unsupported assertions.",1,0,2026-07-09T16:28:46
item_0438,gpt-5.2,v2,7.0,7.0,4.0,4.0,6.0,7.0,6.0,6.0,"Clear and concise but undermined by lack of sourcing and limited contextual framing; adequate as a snippet, not polished encyclopedia writing.",1,0,2026-07-09T16:28:47
item_0436,gpt-5.2,v2,7.0,7.0,4.0,5.0,7.0,8.0,8.0,6.0,"Strong, readable summary with good informational density, but weakened by lack of attribution and a couple of interpretive assertions presented too definitively.",1,0,2026-07-09T16:28:47
item_0439,gpt-5.2,v2,7.0,8.0,5.0,6.0,8.0,7.0,7.0,7.0,"Solid, mostly clear encyclopedic paragraph with good organization and useful detail, but held back by lack of sourcing and a couple of unclear/interpretive phrasings.",1,0,2026-07-09T16:28:48
item_0435,gpt-5.2,v2,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,"A competent, informative overview with acceptable prose, but weakened by lack of attribution, some loaded phrasing, and limited precision/definition for key terms and claims.",1,0,2026-07-09T16:28:48
item_0437,gpt-5.2,v2,7.0,7.0,3.0,5.0,7.0,7.0,6.0,6.0,"A clear, coherent mini-explanation with useful specifics, but weakened by unsourced generalizations and mildly evaluative wording.",1,0,2026-07-09T16:28:49
item_0440,gpt-5.2,v2,5.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,"Readable but under-sourced, thin on context, and not polished enough for strong encyclopedic quality.",1,0,2026-07-09T16:28:50
item_0442,gpt-5.2,v2,5.0,9.0,4.0,5.0,7.0,6.0,7.0,6.0,"Solid technical summary with good coherence and neutrality, but held back by lack of sourcing signals and insufficient clarity/context for non-experts.",1,0,2026-07-09T16:28:50
item_0441,gpt-5.2,v2,7.0,8.0,5.0,6.0,7.0,7.0,6.0,6.0,"Competent, clear prose with useful biographical detail, but only partially sourced in-text and somewhat list-like, limiting polish and encyclopedic efficiency.",1,0,2026-07-09T16:28:52
item_0445,gpt-5.2,v2,7.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,"A clear, readable anecdotal summary with useful specifics, but it falls short of strong encyclopedic standards due to weak attribution and minor non-neutral phrasing.",1,0,2026-07-09T16:28:53
item_0443,gpt-5.2,v2,5.0,6.0,3.0,3.0,5.0,4.0,4.0,4.0,"Readable but weak: awkward language, vague claims, minimal detail, and no apparent sourcing make it below solid encyclopedic quality.",1,0,2026-07-09T16:28:53
item_0444,gpt-5.2,v2,7.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,"Strong, readable encyclopedic summary with clear organization, but held back from excellence by a few rhetorical flourishes and some unsupported interpretive framing.",1,0,2026-07-09T16:28:54
item_0449,gpt-5.2,v2,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,"Readable and somewhat informative, but too impressionistic and weakly sourced for strong encyclopedic quality; needs clearer attribution, context, and tighter phrasing.",1,0,2026-07-09T16:28:54
item_0446,gpt-5.2,v2,7.0,8.0,6.0,6.0,6.0,7.0,7.0,7.0,"Solid encyclopedic prose with good factual density, but list-like presentation, limited context, and lack of visible sourcing keep it from being polished or exceptional.",1,0,2026-07-09T16:28:54
item_0447,gpt-5.2,v2,6.0,9.0,3.0,5.0,6.0,6.0,7.0,6.0,"Solid, neutral summary with useful detail, but held back by dense phrasing, limited contextualization, and especially weak apparent sourcing/attribution.",1,0,2026-07-09T16:28:55
item_0448,gpt-5.2,v2,6.0,7.0,3.0,4.0,6.0,5.0,5.0,5.0,"A readable but under-sourced, lightly contextualized biographical snippet with awkward wording and limited encyclopedic polish.",1,0,2026-07-09T16:28:56
item_0451,gpt-5.2,v2,7.0,7.0,4.0,4.0,6.0,7.0,5.0,5.0,"Readable and mostly neutral, but too vague and weakly supported, with limited detail for an encyclopedic passage.",1,0,2026-07-09T16:28:57
item_0450,gpt-5.2,v2,5.0,8.0,3.0,5.0,5.0,4.0,6.0,5.0,"An informative, neutral behavioral description, but weakened substantially by lack of verifiable framing and noticeable grammatical/clarity issues that keep it below strong encyclopedic quality.",1,0,2026-07-09T16:28:58
item_0452,gpt-5.2,v2,6.0,6.0,3.0,5.0,6.0,7.0,6.0,5.0,"Solid descriptive paragraph with decent organization and useful detail, but weakened by unsupported assertions, speculative language, and mildly non-neutral framing in the comparison and conclusion.",1,0,2026-07-09T16:28:59
item_0454,gpt-5.2,v2,7.0,7.0,5.0,6.0,7.0,7.0,8.0,7.0,"Solid encyclopedic paragraph with good flow and high information density, but held back by light editorializing and lack of explicit sourcing/qualification for several broad claims.",1,0,2026-07-09T16:29:00
item_0453,gpt-5.2,v2,6.0,7.0,3.0,3.0,6.0,5.0,5.0,5.0,"A brief, somewhat useful morphological summary, but it has imprecision, a likely terminology error, mild subjectivity, and no sourcing/context, limiting encyclopedic quality.",1,0,2026-07-09T16:29:00
item_0456,gpt-5.2,v2,7.0,9.0,4.0,3.0,6.0,7.0,5.0,5.0,Clear and neutral but too superficial and unsourced to feel like strong encyclopedic writing; reads more like a basic textbook note than a Wikipedia-quality paragraph.,1,0,2026-07-09T16:29:01
item_0457,gpt-5.2,v2,6.0,6.0,3.0,4.0,6.0,6.0,5.0,5.0,"A readable but thin, somewhat non-neutral summary with weak attribution and limited encyclopedic precision; would need clearer framing and sourcing to be strong.",1,0,2026-07-09T16:29:01
item_0458,gpt-5.2,v2,6.0,7.0,3.0,4.0,6.0,6.0,5.0,5.0,"Competent but thin encyclopedic writing: clear enough and mostly neutral, yet under-sourced, somewhat vague, and not very detailed.",1,0,2026-07-09T16:29:01
item_0455,gpt-5.2,v2,5.0,7.0,6.0,6.0,5.0,5.0,7.0,6.0,"Informative and mostly neutral, but notably undermined by a major run-on sentence and muddled syntactic structure that make the passage less polished than strong encyclopedic writing.",1,0,2026-07-09T16:29:01
item_0459,gpt-5.2,v2,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,"Solid, serviceable encyclopedic writing with helpful examples and mostly neutral framing, but it’s wordy, lightly under-attributed in places, and could be tighter and more comprehensive.",1,0,2026-07-09T16:29:03
item_0460,gpt-5.2,v2,6.0,9.0,4.0,6.0,7.0,6.0,7.0,6.0,"Solid, neutral encyclopedic prose with good informational content and organization, but held back by jargon density and a lack of explicit sourcing/attribution.",1,0,2026-07-09T16:29:03
item_0462,gpt-5.2,v2,6.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,"A solid but not polished encyclopedic paragraph: informative and mostly neutral, yet weakened by clunky phrasing, an unclear clause, and lack of sourcing signals.",1,0,2026-07-09T16:29:05
item_0461,gpt-5.2,v2,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,"A solid, informative encyclopedic paragraph with clear organization and neutral tone, but held back by lack of in-text sourcing and some jargon-heavy, densely written moments.",1,0,2026-07-09T16:29:05
item_0464,gpt-5.2,v2,6.0,8.0,3.0,4.0,5.0,6.0,5.0,5.0,A neutral but listy and under-sourced passage with minor clarity/readability issues and limited contextual value.,1,0,2026-07-09T16:29:06
item_0463,gpt-5.2,v2,6.0,7.0,4.0,5.0,6.0,6.0,6.0,6.0,"A usable, moderately informative summary with decent neutrality, but it reads somewhat unsourced and unevenly encyclopedic due to vagueness, jargon without explanation, and interpretive claims.",1,0,2026-07-09T16:29:06
item_0467,gpt-5.2,v2,6.0,7.0,4.0,5.0,7.0,7.0,6.0,6.0,"A coherent summary of a specific hypothesis with decent neutrality and flow, but weakened by limited sourcing/attribution and missing context that an encyclopedic passage typically provides.",1,0,2026-07-09T16:29:07
item_0465,gpt-5.2,v2,6.0,8.0,5.0,6.0,6.0,6.0,7.0,6.0,"Solid, mostly neutral encyclopedic summary with good factual density, but weakened by clunky sentence construction and lack of explicit sourcing or nuance around the consensus claim.",1,0,2026-07-09T16:29:07
item_0468,gpt-5.2,v2,6.0,9.0,5.0,5.0,6.0,6.0,7.0,6.0,"Solid encyclopedic content and neutral tone, but limited context, weak sourcing signals, and somewhat dense phrasing keep it from being polished or broadly accessible.",1,0,2026-07-09T16:29:07
item_0466,gpt-5.2,v2,6.0,7.0,4.0,5.0,6.0,5.0,6.0,5.0,"Informative and mostly encyclopedic, but weakened by awkward prose, unclear contextual framing, and multiple unsupported or speculative assertions that hurt reliability.",1,0,2026-07-09T16:29:09
item_0470,gpt-5.2,v2,6.0,7.0,4.0,4.0,6.0,7.0,5.0,5.0,"A readable but minimal and somewhat vague summary that would benefit from more precise wording and contextual detail, with no evident sourcing in-text.",1,0,2026-07-09T16:29:09
item_0469,gpt-5.2,v2,6.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,"A serviceable draft with some informative details, but undermined by weak verifiability, uneven organization, and non-encyclopedic wording choices.",1,0,2026-07-09T16:29:10
item_0471,gpt-5.2,v2,6.0,6.0,4.0,4.0,5.0,6.0,5.0,5.0,"Acceptable as a minimal definition with attribution, but weakly sourced, somewhat promotional in tone, and too quotation-heavy to be polished encyclopedic prose.",1,0,2026-07-09T16:29:11
item_0472,gpt-5.2,v2,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,"Solid encyclopedic summary with good density and coherence, but held back by lack of explicit sourcing and occasional evaluative wording plus technical heaviness.",1,0,2026-07-09T16:29:12
item_0475,gpt-5.2,v2,4.0,6.0,3.0,4.0,4.0,3.0,5.0,4.0,"An informative intent but undermined by poor grammar, weak coherence, and unsupported evaluative claims; feels like a rough, partially mistranslated draft rather than polished encyclopedia prose.",1,0,2026-07-09T16:29:12
item_0473,gpt-5.2,v2,7.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,"A solid, readable overview with clear flow, but weakened by limited sourcing, mild editorializing, and a lack of specific, verifiable detail expected in strong encyclopedic writing.",1,0,2026-07-09T16:29:13
item_0474,gpt-5.2,v2,6.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,"Readable and moderately informative, but weakened by non-neutral framing and low apparent verifiability; it needs attribution, tighter terminology, and a more encyclopedic tone to be strong Wikipedia-quality prose.",1,0,2026-07-09T16:29:13
item_0477,gpt-5.2,v2,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,"A solid, readable summary with good factual anchors, but somewhat generic and under-detailed for Wikipedia-quality prose, and it would benefit from more specificity and sourcing cues.",1,0,2026-07-09T16:29:15
item_0476,gpt-5.2,v2,6.0,8.0,4.0,5.0,7.0,6.0,7.0,6.0,"Solid, technical encyclopedic prose with useful detail, but weakened by lack of sourcing cues and limited accessibility/context for key claims.",1,0,2026-07-09T16:29:15
item_0480,gpt-5.2,v2,6.0,7.0,2.0,4.0,6.0,5.0,6.0,5.0,"A clear, brief myth summary with decent coherence, but weak encyclopedic style, no verifiability cues, and notably limited scope for the topic.",1,0,2026-07-09T16:29:16
item_0479,gpt-5.2,v2,7.0,7.0,4.0,5.0,6.0,7.0,6.0,6.0,"Solid, readable encyclopedic prose with a coherent anecdote, but undermined by weak verifiability, some imprecision, and a slightly editorial hindsight tone.",1,0,2026-07-09T16:29:16
item_0478,gpt-5.2,v2,7.0,7.0,5.0,6.0,7.0,7.0,7.0,6.0,"Solid encyclopedic prose with good flow and useful content, but held back by limited source specificity and occasional uncontextualized mythic assertions.",1,0,2026-07-09T16:29:17
item_0481,gpt-5.2,v2,7.0,6.0,4.0,6.0,6.0,7.0,7.0,6.0,"A solid, readable rivalry summary with useful facts, but it’s held back by unsourced interpretive claims and a slightly non-neutral, sports-story tone.",1,0,2026-07-09T16:29:17
item_0483,gpt-5.2,v2,7.0,6.0,4.0,4.0,6.0,7.0,5.0,5.0,"Clear and readable but thin and somewhat mission-statement-like, with weak verifiability and limited contextual detail.",1,0,2026-07-09T16:29:17
item_0482,gpt-5.2,v2,6.0,7.0,3.0,5.0,6.0,4.0,6.0,5.0,"An informative outline with a reasonable organization, but it reads unpolished and weakly sourced, with a problematic final sentence and some evaluative wording.",1,0,2026-07-09T16:29:19
item_0484,gpt-5.2,v2,6.0,10,5.0,4.0,7.0,7.0,6.0,6.0,"Accurate-sounding and neutral but overly terse and unsourced; good as a lead-in sentence, not as a standalone encyclopedic paragraph.",1,0,2026-07-09T16:29:19
item_0485,gpt-5.2,v2,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,"A solid encyclopedic overview with good flow and substantial detail, but held back by lack of explicit sourcing cues, some sweeping generalizations, and mildly dense sentence construction.",1,0,2026-07-09T16:29:20
item_0490,gpt-5.2,v2,6.0,7.0,3.0,4.0,5.0,5.0,5.0,5.0,"A basic, readable description with some useful facts, but weak sourcing, limited scope, and non-polished encyclopedic style reduce quality.",1,0,2026-07-09T16:29:22
item_0487,gpt-5.2,v2,7.0,9.0,4.0,6.0,7.0,7.0,8.0,7.0,"Strongly informative and neutral, but held back by lack of explicit sourcing and slightly dense presentation for safety-critical assertions.",1,0,2026-07-09T16:29:22
item_0491,gpt-5.2,v2,5.0,6.0,3.0,4.0,4.0,4.0,6.0,4.0,"Some useful quantitative content, but weakened by poor sourcing, awkward prose, and a somewhat promotional framing; needs citations and editing to meet encyclopedic standards.",1,0,2026-07-09T16:29:22
item_0489,gpt-5.2,v2,7.0,7.0,4.0,5.0,7.0,8.0,6.0,6.0,"Well-written and coherent, but too assertion-heavy and unspecific to feel strongly encyclopedic; would benefit from attribution and examples.",1,0,2026-07-09T16:29:22
item_0486,gpt-5.2,v2,7.0,6.0,2.0,4.0,6.0,6.0,5.0,5.0,"Clear, compact myth summary, but notably weak on verifiability and contextual framing, keeping it below strong encyclopedic quality.",1,0,2026-07-09T16:29:23
item_0488,gpt-5.2,v2,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,"Solid, readable summary with good narrative coherence, but held back by limited attribution/sourcing cues and slightly dramatized diction/quote integration.",1,0,2026-07-09T16:29:23
item_0492,gpt-5.2,v2,6.0,6.0,4.0,5.0,6.0,7.0,6.0,6.0,"A solid, readable summary with coherent flow, but it is held back by attribution/sourcing absence and several imprecise or arguably incorrect specifics that weaken neutrality and reliability.",1,0,2026-07-09T16:29:24
item_0494,gpt-5.2,v2,7.0,7.0,4.0,5.0,5.0,7.0,7.0,6.0,"A solid, readable mini-summary with useful details, but weakened by lack of attribution, a noticeable structural non sequitur at the end, and limited contextual balance.",1,0,2026-07-09T16:29:26
item_0495,gpt-5.2,v2,7.0,7.0,4.0,5.0,6.0,6.0,7.0,6.0,"Solid, informative encyclopedia-style summary, but weakened by lack of sourcing signals, a few awkward constructions, and missing contextual framing.",1,0,2026-07-09T16:29:27
item_0493,gpt-5.2,v2,6.0,8.0,4.0,4.0,6.0,6.0,5.0,5.0,"Competent, neutral summary but too thin and slightly awkwardly phrased, with weak verifiability and limited contextual detail.",1,0,2026-07-09T16:29:27
item_0496,gpt-5.2,v2,5.0,8.0,3.0,5.0,5.0,6.0,6.0,5.0,Informative and neutral but undermined by poor verifiability and limited contextual framing; reads like an unsourced catalog more than a polished encyclopedia paragraph.,1,0,2026-07-09T16:29:29
item_0498,gpt-5.2,v2,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,"A serviceable encyclopedic paragraph with clear signposting and some concrete attribution, but weakened by oversimplification, limited balance, and several unsupported or evaluative claims.",1,0,2026-07-09T16:29:29
item_0497,gpt-5.2,v2,6.0,7.0,4.0,5.0,6.0,6.0,7.0,6.0,"Solid, informative encyclopedic paragraph with minor tone issues and notable weaknesses in sourcing/attribution and sentence-level polish.",1,0,2026-07-09T16:29:30
item_0499,gpt-5.2,v2,7.0,8.0,6.0,6.0,7.0,7.0,8.0,7.0,"A solid, mostly polished encyclopedic paragraph with good factual density and neutral framing, but not exceptional due to limited sourcing signals, minor prose awkwardness, and somewhat incomplete context for the debate’s outcome.",1,0,2026-07-09T16:29:30
item_0008,gpt-5.2,v3,6.0,7.0,4.0,4.0,6.0,7.0,5.0,5.0,"Readable and mostly neutral, but too context-dependent and weak on specific, verifiable support for its central claims about prominence and usage.",1,0,2026-07-09T16:29:35
item_0006,gpt-5.2,v3,6.0,3.0,3.0,4.0,6.0,6.0,5.0,4.0,"Readable but notably non-neutral and weakly verifiable, with thin factual coverage; overall feels like promotional framing rather than encyclopedia writing.",1,0,2026-07-09T16:29:35
item_0002,gpt-5.2,v3,5.0,8.0,3.0,4.0,4.0,3.0,5.0,4.0,"A usable stub-level passage with neutral intent and a few useful facts, but weakened by poor copyediting, weak organization, and lack of sourcing or depth.",1,0,2026-07-09T16:29:35
item_0000,gpt-5.2,v3,7.0,9.0,5.0,4.0,7.0,6.0,6.0,6.0,"A clear, neutral overview but too thin and under-sourced for an encyclopedia passage, with minor language issues and notable gaps given its broad claim.",1,0,2026-07-09T16:29:35
item_0007,gpt-5.2,v3,7.0,10,4.0,5.0,6.0,7.0,6.0,6.0,"Clear and neutral but notably weak on sourcing/attribution and somewhat thin and repetitive, making it adequate rather than strong encyclopedic writing.",1,0,2026-07-09T16:29:35
item_0005,gpt-5.2,v3,4.0,7.0,4.0,5.0,7.0,5.0,6.0,5.0,"Informative and mostly encyclopedic in intent, but weakened significantly by missing phonetic content and lack of sourcing/attribution for key assertions.",1,0,2026-07-09T16:29:36
item_0009,gpt-5.2,v3,5.0,8.0,4.0,6.0,5.0,5.0,7.0,5.0,"Informative and mostly neutral, but weakened by poor verifiability and readability/clarity issues stemming from jargon, long sentences, and some awkward phrasing.",1,0,2026-07-09T16:29:36
item_0001,gpt-5.2,v3,6.0,6.0,4.0,4.0,5.0,6.0,5.0,5.0,"Readable but substantively weak: broad claims are under-supported, sourcing/attribution is thin, and the paragraph relies on vague generalizations and selective examples rather than solid encyclopedic documentation.",1,0,2026-07-09T16:29:36
item_0003,gpt-5.2,v3,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,"A solid, mostly neutral and informative encyclopedic paragraph with good attribution, but held back by density, limited balance/context, and a few under-attributed cultural/general claims.",1,0,2026-07-09T16:29:37
item_0004,gpt-5.2,v3,7.0,9.0,5.0,4.0,6.0,7.0,6.0,6.0,"A readable, neutral summary with some solid specifics, but it’s underdeveloped and partly unsourced/vague, making it more like a rough season recap than strong encyclopedic prose.",1,0,2026-07-09T16:29:37
item_0013,gpt-5.2,v3,7.0,9.0,4.0,6.0,6.0,7.0,7.0,6.0,"A clear, neutral, useful definition with decent readability, but weakened by lack of sourcing/attribution and somewhat list-like, repetitive wording.",1,0,2026-07-09T16:29:40
item_0011,gpt-5.2,v3,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,Readable but not strongly encyclopedic due to weak sourcing/attribution and lapses in neutrality and precision; would need rephrasing and citations to meet Wikipedia standards.,1,0,2026-07-09T16:29:41
item_0014,gpt-5.2,v3,4.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,"As a piece of philosophy it is vivid, but as an encyclopedic passage it lacks attribution, neutral framing, and contextual explanation, making it weak Wikipedia-style writing.",1,0,2026-07-09T16:29:41
item_0010,gpt-5.2,v3,7.0,3.0,2.0,4.0,5.0,6.0,5.0,4.0,"Clear but not strongly encyclopedic: heavily editorial in tone and largely unsourced/unattributed, with only moderate informational value for its scope.",1,0,2026-07-09T16:29:41
item_0012,gpt-5.2,v3,7.0,7.0,4.0,6.0,7.0,7.0,7.0,6.0,"A readable, informative sketch with decent flow, but weakened by multiple sweeping or loosely worded historical claims that lack attribution and nuance, reducing encyclopedic reliability.",1,0,2026-07-09T16:29:41
item_0015,gpt-5.2,v3,6.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0,"Competent and mostly neutral, with some specific examples, but weakened by wordy prose and limited verifiability and specificity; solid but not polished encyclopedic writing.",1,0,2026-07-09T16:29:43
item_0017,gpt-5.2,v3,6.0,9.0,5.0,6.0,6.0,6.0,7.0,6.0,"Solid, neutral, and fairly informative, but held back by lack of explicit sourcing, somewhat awkward density, and minor organizational issues.",1,0,2026-07-09T16:29:43
item_0016,gpt-5.2,v3,7.0,6.0,3.0,5.0,6.0,6.0,6.0,5.0,"A readable, coherent summary with useful context, but weakened substantially by unsupported generalizations and mildly promotional wording, making it less encyclopedic than it could be.",1,0,2026-07-09T16:29:43
item_0018,gpt-5.2,v3,6.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,"Informative and mostly clear, but weakened by insufficient sourcing/attribution and some potentially biased or contested terminology, making it less reliable and less encyclopedically careful than it should be.",1,0,2026-07-09T16:29:44
item_0019,gpt-5.2,v3,6.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,"A useful fact-dense passage with mostly encyclopedic tone, but weakened by listiness, limited sourcing/attribution, and occasional editorial language and awkward organization.",1,0,2026-07-09T16:29:45
item_0020,gpt-5.2,v3,6.0,9.0,4.0,5.0,6.0,6.0,7.0,6.0,"A solid, neutral, information-dense snippet with moderate issues in context, acronym accessibility, and lack of attributable sourcing; good but not polished or strongly self-verifying.",1,0,2026-07-09T16:29:45
item_0022,gpt-5.2,v3,6.0,7.0,5.0,4.0,5.0,6.0,6.0,5.0,"Some factual density, but weak contextualization and only moderately supported sourcing make it feel like a fragment rather than solid encyclopedic prose.",1,0,2026-07-09T16:29:47
item_0024,gpt-5.2,v3,7.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,"A solid, informative paragraph with clear attribution, but it falls short of high-quality encyclopedic writing due to biased phrasing and only moderate source-transparency within the passage.",1,0,2026-07-09T16:29:47
item_0023,gpt-5.2,v3,6.0,8.0,4.0,5.0,7.0,6.0,6.0,6.0,"Competent encyclopedic paragraph with decent organization and neutrality, but weakened by imprecise geography, missing context for named figures/programs, and low apparent verifiability due to unsupported specifics.",1,0,2026-07-09T16:29:47
item_0021,gpt-5.2,v3,6.0,7.0,3.0,3.0,5.0,7.0,4.0,4.0,Readable and mostly neutral but too thin and insufficiently attributable; it leans on missing context and offers little concrete information.,1,0,2026-07-09T16:29:48
item_0027,gpt-5.2,v3,7.0,6.0,4.0,5.0,7.0,7.0,6.0,6.0,"Solid, readable definition but weakened by vague, value-heavy wording and lack of attributable or specific verifiable detail.",1,0,2026-07-09T16:29:48
item_0025,gpt-5.2,v3,6.0,7.0,2.0,4.0,6.0,5.0,5.0,4.0,"A readable myth summary, but weak as encyclopedic writing due to poor verifiability and limited contextual coverage, with only middling prose quality.",1,0,2026-07-09T16:29:49
item_0026,gpt-5.2,v3,5.0,7.0,4.0,4.0,3.0,6.0,6.0,4.0,"Readable and moderately informative, but hampered by poor organization and weak sourcing/attribution for large historical claims, making it feel unreliable and incohesive as an encyclopedic passage.",1,0,2026-07-09T16:29:49
item_0028,gpt-5.2,v3,7.0,9.0,3.0,4.0,5.0,6.0,5.0,5.0,Clear and neutral but weakly supported and overly superficial; reads more like unreferenced notes than a well-developed encyclopedic paragraph.,1,0,2026-07-09T16:29:50
item_0030,gpt-5.2,v3,6.0,9.0,5.0,6.0,7.0,6.0,7.0,6.0,"Solid, neutral, informative lead paragraph, but pulled down by the broken pronunciation element and lack of sourcing/attribution within the text.",1,0,2026-07-09T16:29:51
item_0029,gpt-5.2,v3,7.0,6.0,4.0,6.0,8.0,8.0,7.0,6.0,"Strong organization and readable prose, but weakened by unsupported evaluative statements and a speculative medical-causation claim stated too directly for an encyclopedia without attribution.",1,0,2026-07-09T16:29:52
item_0034,gpt-5.2,v3,7.0,9.0,4.0,5.0,7.0,7.0,7.0,6.0,"Good concise encyclopedic sentence with clear intent, but weakened by lack of attribution for notable claims and limited contextual coverage.",1,0,2026-07-09T16:29:52
item_0032,gpt-5.2,v3,6.0,7.0,4.0,5.0,6.0,7.0,6.0,6.0,"Solid, neutral encyclopedic prose with some useful specifics, but weakened by unexplained acronyms, limited context, and lack of apparent sourcing/attribution.",1,0,2026-07-09T16:29:53
item_0031,gpt-5.2,v3,6.0,7.0,5.0,6.0,7.0,7.0,7.0,6.0,"A solid, mostly neutral summary with good factual density and organization, but held back by vague framing, limited contextualization, and some claims about political motives that would benefit from clearer attribution or evidence.",1,0,2026-07-09T16:29:53
item_0033,gpt-5.2,v3,7.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0,"Informative and mostly clear, but weakened by uneven sourcing/attribution and a somewhat non-neutral framing of intent; solid but not fully encyclopedic in tone and evidentiary support.",1,0,2026-07-09T16:29:54
item_0038,gpt-5.2,v3,6.0,8.0,4.0,4.0,5.0,6.0,5.0,5.0,"Neutral and broadly clear, but weakly sourced, vague, and list-heavy; feels more like filler than solid encyclopedic content.",1,0,2026-07-09T16:29:55
item_0036,gpt-5.2,v3,7.0,7.0,4.0,6.0,7.0,7.0,7.0,6.0,"A solid, readable chronological synopsis, but weakened by lack of attribution, some oversimplification of contested/complex periods, and list-like compression that reduces precision.",1,0,2026-07-09T16:29:55
