item_id,text,source_dataset,char_count
item_0143,"Alberta is the largest producer of conventional crude oil, synthetic crude, natural gas and gas products in Canada. Alberta is the world's second-largest exporter of natural gas and the fourth-largest producer. Two of the largest producers of petrochemicals in North America are located in central and north-central Alberta. In both Red Deer and Edmonton, polyethylene and vinyl manufacturers produce products that are shipped all over the world. Edmonton's oil refineries provide the raw materials for a large petrochemical industry to the east of Edmonton.",wikimedia/wikipedia,558
item_0144,"There are three types of digital altruism: (1) ""everyday digital altruism"", involving expedience, ease, moral engagement, and conformity; (2) ""creative digital altruism"", involving creativity, heightened moral engagement, and cooperation; and (3) ""co-creative digital altruism"" involving creativity, moral engagement, and meta cooperative efforts.",wikimedia/wikipedia,347
item_0145,"In July 1780, Congress appointed General Horatio Gates commander in the south; he was defeated at the Battle of Camden on August 16, leaving Cornwallis free to enter North Carolina. Despite battlefield success, the British could not control the countryside and Patriot attacks continued; before moving north, Cornwallis sent Loyalist militia under Major Patrick Ferguson to cover his left flank, leaving their forces too far apart to provide mutual support. In early October, Ferguson was defeated at the Battle of Kings Mountain, dispersing organized Loyalist resistance in the region. Despite this, Cornwallis continued into North Carolina hoping for Loyalist support, while Washington replaced Gates with General Nathanael Greene in December 1780.",wikimedia/wikipedia,750
item_0146,"Minimus – A poetic pig who writes the second national anthem of Animal Farm after the singing of ""Beasts of England"" is banned; later he composes a poem ""Comrade Napoleon"". Literary theorist John Rodden compares him to the poet Vladimir Mayakovsky, who eulogized Lenin and the Soviet Union, although Mayakovsky neither wrote anthems nor praised Stalin in his poems.",wikimedia/wikipedia,365
item_0147,"Marcellin Berthelot and Charles-Émile Ruelle (eds.), Collection des anciens alchimistes grecs (CAAG), 3 vols., 1887–1888, Vol 1: https://gallica.bnf.fr/ark:/12148/bpt6k96492923, Vol 2: https://gallica.bnf.fr/ark:/12148/bpt6k9680734p, Vol. 3: https://gallica.bnf.fr/ark:/12148/bpt6k9634942s.",wikimedia/wikipedia,290
item_0148,"When the commissioners returned to London in November 1778, they recommended a change in policy. Sir Henry Clinton, the new British Commander-in-Chief in America, was ordered to stop treating the rebels as enemies, rather than subjects whose loyalty might be regained. Those standing orders would be in effect for three years until Clinton was relieved.",wikimedia/wikipedia,353
item_0149,"Domestication of plants has, over the centuries increased yield, improved disease resistance and drought tolerance, eased harvest and improved the taste and nutritional value of crop plants. Careful selection and breeding have had enormous effects on the characteristics of crop plants. Plant selection and breeding in the 1920s and 1930s improved pasture (grasses and clover) in New Zealand. Extensive X-ray and ultraviolet induced mutagenesis efforts (i.e. primitive genetic engineering) during the 1950s produced the modern commercial varieties of grains such as wheat, corn (maize) and barley.",wikimedia/wikipedia,597
item_0150,"After the Battle of Köse Dağ in 1243, in which the Mongols defeated the Seljuks, most of Anatolia became part of the dominion of the Mongols. Taking advantage of Seljuk decline, a semi-religious cast of craftsmen and trade people named Ahiler chose Angora as their independent city-state in 1290. Orhan, the second Bey of the Ottoman Empire, captured the city in 1356. Timur defeated Bayezid I at the Battle of Ankara in 1402 and took the city, but in 1403 Angora was again under Ottoman control.",wikimedia/wikipedia,496
item_0151,"The ceremonies were moved up from late March/early April to late February, since 2004, to help disrupt and shorten the intense lobbying and ad campaigns associated with Oscar season in the film industry. Another reason was because of the growing TV ratings success coinciding with the NCAA basketball tournament, which would cut into the Academy Awards audience. (In 1976 and 1977, ABC's regained Oscars were moved from Tuesday to Monday and went directly opposite NBC's NCAA title game.) The earlier date is also to the advantage of ABC, as it now usually occurs during the highly profitable and important February sweeps period. Some years, the ceremony is moved into the first Sunday of March to avoid a clash with the Winter Olympic Games. Another reason for the move to late February and early March is also to avoid the awards ceremony occurring so close to the religious holidays of Passover and Easter, which for decades had been a grievance from members and the general public. Advertising is somewhat restricted, however, as traditionally no movie studios or competitors of official Academy Award sponsors may advertise during the telecast. The production of the Academy Awards telecast currently holds the distinction of winning the most Emmys in history, with 47 wins and 195 nominations overall since that award's own launch in 1949.",wikimedia/wikipedia,1346
item_0152,"In late 1925, Rand was granted a visa to visit relatives in Chicago. She arrived in New York City on February 19, 1926. Intent on staying in the United States to become a screenwriter, she lived for a few months with her relatives learning English before leaving for Hollywood, California.",wikimedia/wikipedia,289
item_0153,"Sodium compounds have been known since ancient times; salt (sodium chloride) has been an important commodity in human activities, as testified by the English word salary, referring to salarium, money paid to Roman soldiers for the purchase of salt. While potash has been used since ancient times, it was not understood for most of its history to be a fundamentally different substance from sodium mineral salts. Georg Ernst Stahl obtained experimental evidence which led him to suggest the fundamental difference of sodium and potassium salts in 1702, and Henri-Louis Duhamel du Monceau was able to prove this difference in 1736. The exact chemical composition of potassium and sodium compounds, and the status as chemical element of potassium and sodium, was not known then, and thus Antoine Lavoisier did not include either alkali in his list of chemical elements in 1789.",wikimedia/wikipedia,874
item_0154,"The dynamical nature of albedo in response to positive feedback, together with the effects of small errors in the measurement of albedo, can lead to large errors in energy estimates. Because of this, in order to reduce the error of energy estimates, it is important to measure the albedo of snow-covered areas through remote sensing techniques rather than applying a single value for albedo over broad regions.",wikimedia/wikipedia,410
item_0155,"While Ka measures the strength of an acid compound, the strength of an aqueous acid solution is measured by pH, which is an indication of the concentration of hydronium in the solution. The pH of a simple solution of an acid compound in water is determined by the dilution of the compound and the compound's Ka.",wikimedia/wikipedia,311
item_0156,"NGC 772 is a spiral galaxy with an integrated magnitude of 10.3, located southeast of β Arietis and 15 arcminutes west of 15 Arietis. It is a relatively bright galaxy and shows obvious nebulosity and ellipticity in an amateur telescope. It is 7.2 by 4.2 arcminutes, meaning that its surface brightness, magnitude 13.6, is significantly lower than its integrated magnitude. NGC 772 is a class SA(s)b galaxy, which means that it is an unbarred spiral galaxy without a ring that possesses a somewhat prominent bulge and spiral arms that are wound somewhat tightly. The main arm, on the northwest side of the galaxy, is home to many star forming regions; this is due to previous gravitational interactions with other galaxies. NGC 772 has a small companion galaxy, NGC 770, that is about 113,000 light-years away from the larger galaxy. The two galaxies together are also classified as Arp 78 in the Arp peculiar galaxy catalog. NGC 772 has a diameter of 240,000 light-years and the system is 114 million light-years from Earth. Another spiral galaxy in Aries is NGC 673, a face-on class SAB(s)c galaxy. It is a weakly barred spiral galaxy with loosely wound arms. It has no ring and a faint bulge and is 2.5 by 1.9 arcminutes. It has two primary arms with fragments located farther from the core. 171,000 light-years in diameter, NGC 673 is 235 million light-years from Earth.",wikimedia/wikipedia,1373
item_0157,"Due to the positive exposure and prestige of the Academy Awards, many studios spend millions of dollars and hire publicists specifically to promote their films during what is typically called the ""Oscar season."" This has generated accusations of the Academy Awards being influenced more by marketing than by quality. William Friedkin, an Academy Award-winning film director and former producer of the ceremony, expressed this sentiment at a conference in New York in 2009, describing it as ""the greatest promotion scheme that any industry ever devised for itself.""",wikimedia/wikipedia,564
item_0158,"The Lincoln Administration presided over the expansion of the federal government's economic influence in other areas. The National Banking Act created the system of national banks. The US issued paper currency for the first time, known as greenbacks—printed in green on the reverse side. In 1862, Congress created the Department of Agriculture.",wikimedia/wikipedia,344
item_0159,"The physical and chemical properties of the alkali metals can be readily explained by their having an ns1 valence electron configuration, which results in weak metallic bonding. Hence, all the alkali metals are soft and have low densities, melting and boiling points, as well as heats of sublimation, vaporisation, and dissociation. They all crystallise in the body-centered cubic crystal structure, and have distinctive flame colours because their outer s electron is very easily excited. The ns1 configuration also results in the alkali metals having very large atomic and ionic radii, as well as very high thermal and electrical conductivity. Their chemistry is dominated by the loss of their lone valence electron in the outermost s-orbital to form the +1 oxidation state, due to the ease of ionising this electron and the very high second ionisation energy. Most of the chemistry has been observed only for the first five members of the group. The chemistry of francium is not well established due to its extreme radioactivity; thus, the presentation of its properties here is limited. What little is known about francium shows that it is very close in behaviour to caesium, as expected. The physical properties of francium are even sketchier because the bulk element has never been observed; hence any data that may be found in the literature are certainly speculative extrapolations.",wikimedia/wikipedia,1390
item_0160,"Silas Deane was sent to Paris to begin negotiations with Vergennes, whose key objectives were replacing Britain as the United States' primary commercial and military partner while securing the French West Indies from American expansion. These islands were extremely valuable; in 1772, the value of sugar and coffee produced by Saint-Domingue on its own exceeded that of all American exports combined. Talks progressed slowly until October 1777, when British defeat at Saratoga and their apparent willingness to negotiate peace convinced Vergennes only a permanent alliance could prevent the ""disaster"" of Anglo-American rapprochement. Assurances of formal French support allowed Congress to reject the Carlisle Peace Commission and insist on nothing short of complete independence.",wikimedia/wikipedia,781
item_0161,"Brasfield & Gorrie, BE&K, Hoar Construction, and B.L. Harbert International, based in Alabama and subsidiaries of URS Corporation, are all routinely are included in the Engineering News-Record lists of top design, international construction, and engineering firms.",wikimedia/wikipedia,264
item_0162,"In 1932, Audi merged with Horch, DKW, and Wanderer, to form Auto Union AG, Chemnitz. It was during this period that the company offered the Audi Front that became the first European car to combine a six-cylinder engine with front-wheel drive. It used a power train shared with the Wanderer, but turned 180 degrees, so that the drive shaft faced the front.",wikimedia/wikipedia,355
item_0163,"Modern agriculture has raised or encountered ecological, political, and economic issues including water pollution, biofuels, genetically modified organisms, tariffs and farm subsidies, leading to alternative approaches such as the organic movement. Unsustainable farming practices in North America led to the Dust Bowl of the 1930s.",wikimedia/wikipedia,332
item_0164,"To handle those Arabic letters that cannot be accurately represented using the Latin script, numerals and other characters were appropriated. For example, the numeral ""3"" may be used to represent the Arabic letter . There is no universal name for this type of transliteration, but some have named it Arabic Chat Alphabet. Other systems of transliteration exist, such as using dots or capitalization to represent the ""emphatic"" counterparts of certain consonants. For instance, using capitalization, the letter , may be represented by d. Its emphatic counterpart, , may be written as D.",wikimedia/wikipedia,585
item_0165,"With a coastline along the Adriatic and Ionian in the Mediterranean Sea, fish, crustaceans, and seafood are a popular and an integral part of the Albanian diet. Otherwise, lamb is the traditional meat for different holidays and religious festivals for both Christians and Muslims, although poultry, beef, and pork are also in plentiful supply.",wikimedia/wikipedia,343
item_0166,"The historic roots of Algerian literature go back to the Numidian and Roman African era, when Apuleius wrote The Golden Ass, the only Latin novel to survive in its entirety. This period had also known Augustine of Hippo, Nonius Marcellus and Martianus Capella, among many others. The Middle Ages have known many Arabic writers who revolutionised the Arab world literature, with authors like Ahmad al-Buni, Ibn Manzur and Ibn Khaldoun, who wrote the Muqaddimah while staying in Algeria, and many others.",wikimedia/wikipedia,502
item_0167,"The Huns dominated a vast territory with nebulous borders determined by the will of a constellation of ethnically varied peoples. Some were assimilated to Hunnic nationality, whereas many retained their own identities and rulers but acknowledged the suzerainty of the king of the Huns. The Huns were also the indirect source of many of the Romans' problems, driving various Germanic tribes into Roman territory, yet relations between the two empires were cordial: the Romans used the Huns as mercenaries against the Germans and even in their civil wars. Thus, the usurper Joannes was able to recruit thousands of Huns for his army against Valentinian III in 424. It was Aëtius, later Patrician of the West, who managed this operation. They exchanged ambassadors and hostages, the alliance lasting from 401 to 450 and permitting the Romans numerous military victories. The Huns considered the Romans to be paying them tribute, whereas the Romans preferred to view this as payment for services rendered. The Huns had become a great power by the time that Attila came of age during the reign of his uncle Ruga, to the point that Nestorius, the Patriarch of Constantinople, deplored the situation with these words: ""They have become both masters and slaves of the Romans"".",wikimedia/wikipedia,1268
item_0168,"In June 1913, the Entwurf ('draft') theory was the result of these investigations. As its name suggests, it was a sketch of a theory, less elegant and more difficult than general relativity, with the equations of motion supplemented by additional gauge fixing conditions. After more than two years of intensive work, Einstein realized that the hole argument was mistaken and abandoned the theory in November 1915.",wikimedia/wikipedia,413
item_0169,"Agassi was raised on hardcourts, but found much of his early major-tournament success on the red clay of Roland Garros, reaching two consecutive finals there early in his career. Despite grass being his worst surface, his first major win was at the slick grass of Wimbledon in 1992, a tournament that he professed to hating at the time. His strongest surface over the course of his career, was indeed hardcourt, where he won six of his eight majors.",wikimedia/wikipedia,449
item_0170,Salamanders use their tails in defence and some are prepared to jettison them to save their lives in a process known as autotomy. Certain species in the Plethodontidae have a weak zone at the base of the tail and use this strategy readily. The tail often continues to twitch after separation which may distract the attacker and allow the salamander to escape. Both tails and limbs can be regenerated. Adult frogs are unable to regrow limbs but tadpoles can do so.,wikimedia/wikipedia,463
item_0171,"As Carthaginian power grew, its impact on the indigenous population increased dramatically. Berber civilisation was already at a stage in which agriculture, manufacturing, trade, and political organisation supported several states. Trade links between Carthage and the Berbers in the interior grew, but territorial expansion also resulted in the enslavement or military recruitment of some Berbers and in the extraction of tribute from others.",wikimedia/wikipedia,443
item_0172,"His mother played the piano reasonably well and wanted her son to learn the violin, not only to instill in him a love of music but also to help him assimilate into German culture. According to conductor Leon Botstein, Einstein began playing when he was 5. However, he did not enjoy it at that age.",wikimedia/wikipedia,297
item_0173,"While the term ""android"" is used in reference to human-looking robots in general (not necessarily male-looking humanoid robots), a robot with a female appearance can also be referred to as a gynoid. Besides one can refer to robots without alluding to their sexual appearance by calling them anthrobots (a portmanteau of anthrōpos and robot; see anthrobotics) or anthropoids (short for anthropoid robots; the term humanoids is not appropriate because it is already commonly used to refer to human-like organic species in the context of science fiction, futurism and speculative astrobiology).",wikimedia/wikipedia,591
item_0174,"In 2020, Alaska ranked as the 48th largest state by population, ahead of only Vermont and Wyoming. Alaska is the least densely populated state, and one of the most sparsely populated areas in the world, at , with the next state, Wyoming, at . Alaska is by far the largest U.S. state by area, and the tenth wealthiest (per capita income). due to its population size, it is one of 14 U.S. states that still have only one telephone area code.",wikimedia/wikipedia,439
item_0175,"Eastern Central Atlantic In the Eastern Central Atlantic small pelagic fishes constitute about 50% of landings with sardine reaching 0.6–1.0 million tons per year. Pelagic fish stocks are considered fully fished or overfished, with sardines south of Cape Bojador the notable exception. Almost half of the stocks are fished at biologically unsustainable levels. Total catches have been fluctuating since the 1970s; reaching 3.9 million tons in 2013 or slightly less than the peak production in 2010.",wikimedia/wikipedia,498
item_0176,"The first recorded name the Greeks used for the Anatolian peninsula, though not particularly popular at the time, was Ἀσία (Asía), perhaps from an Akkadian expression for the ""sunrise"" or possibly echoing the name of the Assuwa league in western Anatolia. The Romans used it as the name of their province, comprising the west of the peninsula plus the nearby Aegean Islands. As the name ""Asia"" broadened its scope to apply to the vaster region east of the Mediterranean, some Greeks in Late Antiquity came to use the name Asia Minor (Μικρὰ Ἀσία, Mikrà Asía), meaning ""Lesser Asia"" to refer to present-day Anatolia, whereas the administration of the Empire preferred the description Ἀνατολή (Anatolḗ; ).",wikimedia/wikipedia,702
item_0177,"Clem Weatherby is a government representative on the board of directors of Taggart Transcontinental. Dagny considers him the least bad of the government representatives, since he does have some real knowledge on the running of trains. She notices, however, that he is the least appreciated by his own bosses.",wikimedia/wikipedia,308
item_0178,"Reasons for the difference and diversity of teachings, intention, and forms of aikido can be traced to the shift in training focus after the end of Ueshiba's seclusion in Iwama from 1942 to the mid-1950s, as he increasingly emphasized the spiritual and philosophical aspects of aikido. As a result, strikes to vital points by , entering () and initiation of techniques by , the distinction between (front side) and (back side) techniques, and the use of weapons, were all de-emphasized or eliminated from practice.",wikimedia/wikipedia,514
item_0179,"In the 1862 midterm elections the Republicans suffered severe losses due to rising inflation, high taxes, rumors of corruption, suspension of habeas corpus, military draft law, and fears that freed slaves would come North and undermine the labor market. The Emancipation Proclamation gained votes for Republicans in rural New England and the upper Midwest, but cost votes in the Irish and German strongholds and in the lower Midwest, where many Southerners had lived for generations.",wikimedia/wikipedia,483
item_0180,"There are a few examples of fish that self-fertilise. The mangrove rivulus is an amphibious, simultaneous hermaphrodite, producing both eggs and spawn and having internal fertilisation. This mode of reproduction may be related to the fish's habit of spending long periods out of water in the mangrove forests it inhabits. Males are occasionally produced at temperatures below and can fertilise eggs that are then spawned by the female. This maintains genetic variability in a species that is otherwise highly inbred.",wikimedia/wikipedia,516
item_0181,"Rivers and lakes form the principal part of the water systems of Azerbaijan, they were formed over a long geological timeframe and changed significantly throughout that period. This is particularly evidenced by remnants of ancient rivers found throughout the country. The country's water systems are continually changing under the influence of natural forces and human-introduced industrial activities. Artificial rivers (canals) and ponds are a part of Azerbaijan's water systems. In terms of water supply, Azerbaijan is below the average in the world with approximately per year of water per square kilometer. All big water reservoirs are built on Kur. The hydrography of Azerbaijan basically belongs to the Caspian Sea basin.",wikimedia/wikipedia,728
item_0182,"Abortion has been a fairly common practice, and was not always illegal or controversial until the 19th century. Under common law, including early English common law dating back to Edward Coke in 1648, abortion was generally permitted before quickening (14–26 weeks after conception, or between the fourth and sixth month), and at women's discretion; it was whether abortion was performed after quickening that determined if it was a crime. In Europe and North America, abortion techniques advanced starting in the 17th century; the conservatism of most in the medical profession with regards to sexual matters prevented the wide expansion of abortion techniques. Other medical practitioners in addition to some physicians advertised their services, and they were not widely regulated until the 19th century when the practice, sometimes called restellism, was banned in both the United States and the United Kingdom.",wikimedia/wikipedia,915
item_0183,"Qajar Iran was forced to cede its Caucasian territories to Russia in the 19th century, which thus included the territory of the modern-day Azerbaijan Republic, while as a result of that cession, the Azerbaijani ethnic group is nowadays parted between two nations: Iran and Azerbaijan.",wikimedia/wikipedia,284
item_0184,"In aesthetics, Rand defined art as a ""selective re-creation of reality according to an artist's metaphysical value-judgments"". According to her, art allows philosophical concepts to be presented in a concrete form that can be grasped easily, thereby fulfilling a need of human consciousness. As a writer, the art form Rand focused on most closely was literature. She considered romanticism the approach that most accurately reflects the existence of human free will.",wikimedia/wikipedia,466
item_0185,"The name Azerbaijan was first adopted for the area of the present-day Republic of Azerbaijan by the government of Musavat in 1918, after the collapse of the Russian Empire, when the independent Azerbaijan Democratic Republic was established. Until then, the designation had been used exclusively to identify the adjacent region of contemporary northwestern Iran, while the area of the Azerbaijan Democratic Republic was formerly referred to as Arran and Shirvan. On that basis Iran protested the newly adopted country name.",wikimedia/wikipedia,523
item_0186,"The adjoining municipality of Amstelveen is the location of KPMG International's global headquarters. Other non-Dutch companies have chosen to settle in communities surrounding Amsterdam since they allow freehold property ownership, whereas Amsterdam retains ground rent.",wikimedia/wikipedia,271
item_0187,"In 1833, the stroboscopic disc (better known as the phénakisticope) introduced the principle of modern animation, which would also be applied in the zoetrope (introduced in 1866), the flip book (1868), the praxinoscope (1877) and film.",wikimedia/wikipedia,235
item_0188,"The Commandos and the Special forces are part of the Special Forces Brigade (BRIFE, Brigada de Forças Especiais), based at Cabo Ledo, in the Bengo Province. The BRIFE includes two battalions of commandos, a battalion of special operations and sub-units of combat support and service support. The BRIFE also included the Special Actions Group (GAE, Grupo de Ações Especiais), which is presently inactive and that was dedicated to long range reconnaissance, covert and sabotage operations. In the Cabo Ledo base is also installed the Special Forces Training School (EFFE, Escola de Formação de Forças Especiais). Both the BRIFE and the EFFE are directly under the Directorate of Special Forces of the General Staff of the Armed Forces.",wikimedia/wikipedia,733
item_0189,"The ideological approach that centers on republicanism in the United States. Republicanism dictated there would be no royalty, aristocracy or national church but allowed for continuation of the British common law, which American lawyers and jurists understood and approved and used in their everyday practice. Historians have examined how the rising American legal profession adopted British common law to incorporate republicanism by selective revision of legal customs and by introducing more choices for courts.",wikimedia/wikipedia,514
item_0190,"Since 2014, renewed focus has been given to urban regeneration and renewal, especially in areas directly bordering the city centre, such as Frederik Hendrikbuurt. This urban renewal and expansion of the traditional centre of the city—with the construction on artificial islands of the new eastern IJburg neighbourhood—is part of the Structural Vision Amsterdam 2040 initiative.",wikimedia/wikipedia,377
item_0191,"Alex returns to his parents' flat, only to find that they are letting his room to a lodger. Now homeless, he wanders the streets and enters a public library, hoping to learn of a painless method for committing suicide. The old scholar whom Alex had assaulted in Part 1 finds him and beats him with the help of several friends. Two policemen come to Alex's rescue, but they turn out to be Dim and Billyboy, a former rival gang leader. They take Alex outside town, brutalise him, and abandon him there. Alex collapses at the door of an isolated cottage, realising too late that it is the one he and his droogs invaded in Part 1.",wikimedia/wikipedia,626
item_0192,"Egypt is rich in building and decorative stone, copper and lead ores, gold, and semiprecious stones. These natural resources allowed the ancient Egyptians to build monuments, sculpt statues, make tools, and fashion jewelry. Embalmers used salts from the Wadi Natrun for mummification, which also provided the gypsum needed to make plaster. Ore-bearing rock formations were found in distant, inhospitable wadis in the Eastern Desert and the Sinai, requiring large, state-controlled expeditions to obtain natural resources found there. There were extensive gold mines in Nubia, and one of the first maps known is of a gold mine in this region. The Wadi Hammamat was a notable source of granite, greywacke, and gold. Flint was the first mineral collected and used to make tools, and flint handaxes are the earliest pieces of evidence of habitation in the Nile valley. Nodules of the mineral were carefully flaked to make blades and arrowheads of moderate hardness and durability even after copper was adopted for this purpose. Ancient Egyptians were among the first to use minerals such as sulfur as cosmetic substances.",wikimedia/wikipedia,1117
item_0193,"In 1986, as the Passat-based Audi 80 was beginning to develop a kind of ""grandfather's car"" image, the type 89 was introduced. This completely new development sold extremely well. However, its modern and dynamic exterior belied the low performance of its base engine, and its base package was quite spartan (even the passenger-side mirror was an option.) In 1987, Audi put forward a new and very elegant Audi 90, which had a much superior set of standard features. In the early 1990s, sales began to slump for the Audi 80 series, and some basic construction problems started to surface.",wikimedia/wikipedia,586
item_0194,"The Alaska Native Language Center at the University of Alaska Fairbanks claims that at least 20 Alaskan native languages exist and there are also some languages with different dialects. Most of Alaska's native languages belong to either the Eskimo–Aleut or Na-Dene language families; however, some languages are thought to be isolates (e.g. Haida) or have not yet been classified (e.g. Tsimshianic). nearly all of Alaska's native languages were classified as either threatened, shifting, moribund, nearly extinct, or dormant languages.",wikimedia/wikipedia,535
item_0195,"Aristotle distinguished about 500 species of animals, arranging these in the History of Animals in a graded scale of perfection, a nonreligious version of the scala naturae, with man at the top. His system had eleven grades of animal, from highest potential to lowest, expressed in their form at birth: the highest gave live birth to hot and wet creatures, the lowest laid cold, dry mineral-like eggs. Animals came above plants, and these in turn were above minerals. He grouped what the modern zoologist would call vertebrates as the hotter ""animals with blood"", and below them the colder invertebrates as ""animals without blood"". Those with blood were divided into the live-bearing (mammals), and the egg-laying (birds, reptiles, fish). Those without blood were insects, crustacea (non-shelled – cephalopods, and shelled) and the hard-shelled molluscs (bivalves and gastropods). He recognised that animals did not exactly fit into a linear scale, and noted various exceptions, such as that sharks had a placenta like the tetrapods. To a modern biologist, the explanation, not available to Aristotle, is convergent evolution. Philosophers of science have generally concluded that Aristotle was not interested in taxonomy, but zoologists who studied this question in the early 21st century think otherwise. He believed that purposive final causes guided all natural processes; this teleological view justified his observed data as an expression of formal design.",wikimedia/wikipedia,1462
item_0196,"In 1578, the largely Catholic city of Amsterdam joined the revolt against Spanish rule, late in comparison to other major northern Dutch cities. Catholic priests were driven out of the city. Following the Dutch takeover, all churches were converted to Protestant worship. Calvinism was declared the main religion. It was forbidden to openly profess Roman Catholicism and the Catholic hierarchy was prohibited until mid-19th century. This led to the establishment of clandestine churches, covert religious buildings hidden in pre-existing buildings. Catholics, some Jews and dissenting Protestants worshipped in such buildings. A large influx of foreigners of many religions came to 17th-century Amsterdam, in particular Sefardic Jews from Spain and Portugal, Huguenots from France, Lutherans, Mennonites, as well as Protestants from across the Netherlands. This led to the establishment of many non-Dutch-speaking churches. In 1603, the Jewish received permission to practice their religion in the city. In 1639, the first synagogue was consecrated. The Jews came to call the town 'Jerusalem of the West'.",wikimedia/wikipedia,1105
item_0197,"In another context, Schopenhauer reiterated his eugenic thesis: ""If you want Utopian plans, I would say: the only solution to the problem is the despotism of the wise and noble members of a genuine aristocracy, a genuine nobility, achieved by mating the most magnanimous men with the cleverest and most gifted women. This proposal constitutes my Utopia and my Platonic Republic."" Analysts (e.g., Keith Ansell-Pearson) have suggested that Schopenhauer's anti-egalitarianist sentiment and his support for eugenics influenced the neo-aristocratic philosophy of Friedrich Nietzsche, who initially considered Schopenhauer his mentor.",wikimedia/wikipedia,628
item_0198,"Christianity is a widespread religion in Asia with more than 286 million adherents according to Pew Research Center in 2010, and nearly 364 million according to Britannica Book of the Year 2014. Constituting around 12.6% of the total population of Asia. In the Philippines and East Timor, Roman Catholicism is the predominant religion; it was introduced by the Spaniards and the Portuguese, respectively. In Armenia and Georgia, Eastern Orthodoxy is the predominant religion. In the Middle East, such as in the Levant, Anatolia and Fars, Syriac Christianity (Church of the East) and Oriental Orthodoxy are prevalent minority denominations, which are both Eastern Christian sects mainly adhered to Assyrian people or Syriac Christians. Vibrant indigenous minorities in West Asia are adhering to the Eastern Catholic Churches and Eastern Orthodoxy. Saint Thomas Christians in India trace their origins to the evangelistic activity of Thomas the Apostle in the 1st century. Significant Christian communities also found in Central Asia, South Asia, Southeast Asia and East Asia.",wikimedia/wikipedia,1074
item_0199,"The melting points of branched-chain alkanes can be either higher or lower than those of the corresponding straight-chain alkanes, again depending on the ability of the alkane in question to pack well in the solid phase.",wikimedia/wikipedia,220
item_0200,"Anatolian conifer and deciduous mixed forests: These forests occupy the western, Mediterranean-climate portion of the Anatolian plateau. Pine forests and mixed pine and oak woodlands and shrublands are predominant.",wikimedia/wikipedia,214
item_0201,"Armstrong said moving in the lunar gravity, one-sixth of Earth's, was ""even perhaps easier than the simulations ... It's absolutely no trouble to walk around."" Aldrin joined him on the surface and tested methods for moving around, including two-footed kangaroo hops. The PLSS backpack created a tendency to tip backward, but neither astronaut had serious problems maintaining balance. Loping became the preferred method of movement. The astronauts reported that they needed to plan their movements six or seven steps ahead. The fine soil was quite slippery. Aldrin remarked that moving from sunlight into Eagle shadow produced no temperature change inside the suit, but the helmet was warmer in sunlight, so he felt cooler in shadow. The MESA failed to provide a stable work platform and was in shadow, slowing work somewhat. As they worked, the moonwalkers kicked up gray dust, which soiled the outer part of their suits.",wikimedia/wikipedia,922
item_0202,"Until the 20th century, Andorra had very limited transport links to the outside world, and development of the country was affected by its physical isolation. Even now, the nearest major airports at Toulouse and Barcelona are both three hours' drive from Andorra.",wikimedia/wikipedia,262
item_0203,"In a typological study that does not directly evaluate the validity of the Altaic hypothesis, Yurayong and Szeto (2020) discuss for Koreanic and Japonic the stages of convergence to the Altaic typological model and subsequent divergence from that model, which resulted in the present typological similarity between Koreanic and Japonic. They state that both are ""still so different from the Core Altaic languages that we can even speak of an independent Japanese-Korean type of grammar. Given also that there is neither a strong proof of common Proto-Altaic lexical items nor solid regular sound correspondences but, rather, only lexical and structural borrowings between languages of the Altaic typology, our results indirectly speak in favour of a “Paleo-Asiatic” origin of the Japonic and Koreanic languages.""",wikimedia/wikipedia,812
item_0204,"Within this latter sense, the word art may refer to several things: (i) a study of a creative skill, (ii) a process of using the creative skill, (iii) a product of the creative skill, or (iv) the audience's experience with the creative skill. The creative arts (art as discipline) are a collection of disciplines which produce artworks (art as objects) that are compelled by a personal drive (art as activity) and convey a message, mood, or symbolism for the perceiver to interpret (art as experience). Art is something that stimulates an individual's thoughts, emotions, beliefs, or ideas through the senses. Works of art can be explicitly made for this purpose or interpreted on the basis of images or objects. For some scholars, such as Kant, the sciences and the arts could be distinguished by taking science as representing the domain of knowledge and the arts as representing the domain of the freedom of artistic expression.",wikimedia/wikipedia,931
item_0205,"A conspiracy theory emerged in Russia in the early 1990s when it was alleged that Tarkovsky did not die of natural causes, but was assassinated by the KGB. Evidence for this hypothesis includes testimonies by former KGB agents who claim that Viktor Chebrikov gave the order to eradicate Tarkovsky to curtail what the Soviet government and the KGB saw as anti-Soviet propaganda by Tarkovsky. Other evidence includes several memoranda that surfaced after the 1991 coup and the claim by one of Tarkovsky's doctors that his cancer could not have developed from a natural cause.",wikimedia/wikipedia,573
item_0206,"A large-print keyboard has large letters printed on the keys. On the keyboard shown, the round buttons at the top control software which can magnify the screen (zoom in), change the background color of the screen, or make the mouse cursor on the screen larger. The ""bump dots"" on the keys, installed in this case by the organization using the keyboards, help the user find the right keys in a tactile way.",wikimedia/wikipedia,405
